CUSTOMER_ID,STATE,ZIP_CODE,ORDER_ID,ORDER_DATE,PRODUCT_ID,ITEM_NAME,QUANTITY,UNIT_PRICE,PET_PROFILE_ID
1154095,FL,32210-3415,260126808,2020-02-03,133593,"Jax & Bones Brent the Brontosaurus Rope Dog Toy, Large",5,8.2800,
1154095,FL,32210-3415,260171532,2020-02-03,104026,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Purple, 6-ft",3,16.0500,
1154095,FL,32210-3415,260126808,2020-02-03,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",6,6.9200,
1154095,FL,32210-3415,260171532,2020-02-03,133593,"Jax & Bones Brent the Brontosaurus Rope Dog Toy, Large",1,8.2800,
1154095,FL,32210-3415,260887442,2020-02-06,104026,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Purple, 6-ft",2,16.0500,
1154095,FL,32210-3415,260887442,2020-02-06,133593,"Jax & Bones Brent the Brontosaurus Rope Dog Toy, Large",4,8.2800,
1154095,FL,32210-3415,261121875,2020-02-07,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2,17.5900,
1154095,FL,32210-3415,261121875,2020-02-07,133593,"Jax & Bones Brent the Brontosaurus Rope Dog Toy, Large",4,8.2800,
1154095,FL,32210-3415,261947257,2020-02-10,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",1,6.9200,
1154095,FL,32210-3415,261947257,2020-02-10,104026,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Purple, 6-ft",3,15.2500,
1154095,FL,32210-3415,262378910,2020-02-12,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",8,6.9200,
1154095,FL,32210-3415,263869987,2020-02-17,187828,"Bowsers Plush Monogram Throw Dog & Cat Blanket, Bali",5,9.6900,
1154095,FL,32210-3415,263869987,2020-02-17,193062,"Best Pet Supplies Lattice Print Foam Cat & Dog Stairs, Brown, Large",1,1.6100,
1154095,FL,32210-3415,265235971,2020-02-22,108125,"Plato Small Bites Slow Roasted Salmon Dog Treats, 4-oz bag",4,6.9600,
1154095,FL,32210-3415,265235971,2020-02-22,121429,"Lixit Wide Mouth Small Animal Water Bottle, 8-oz",1,15.2700,
1154095,FL,32210-3415,265235971,2020-02-22,117655,"Lucky Premium Treats Chicken Wrapped Rawhide Dog Treats, 12 count",3,13.7400,
1154095,FL,32210-3415,265235971,2020-02-22,52888,"Darford Veggie Hearts Dog Treats, 14.1-oz bag",3,15.2700,
1154095,FL,32210-3415,265798608,2020-02-24,52888,"Darford Veggie Hearts Dog Treats, 14.1-oz bag",1,15.2700,
1154095,FL,32210-3415,265798608,2020-02-24,117655,"Lucky Premium Treats Chicken Wrapped Rawhide Dog Treats, 12 count",3,12.3700,
1154095,FL,32210-3415,265798608,2020-02-24,108125,"Plato Small Bites Slow Roasted Salmon Dog Treats, 4-oz bag",3,6.9600,
1154095,FL,32210-3415,266068167,2020-02-25,117655,"Lucky Premium Treats Chicken Wrapped Rawhide Dog Treats, 12 count",2,12.3700,
1154095,FL,32210-3415,266068167,2020-02-25,108125,"Plato Small Bites Slow Roasted Salmon Dog Treats, 4-oz bag",4,6.9600,
1154095,FL,32210-3415,267008247,2020-02-28,108125,"Plato Small Bites Slow Roasted Salmon Dog Treats, 4-oz bag",2,6.9600,
1154095,FL,32210-3415,267008247,2020-02-28,181616,"Plato Original Real Strips Salmon Recipe Dog Treats, 3-oz bag",1,11.8800,
1154095,FL,32210-3415,267008247,2020-02-28,210961,"Soos Pets Waterless Pet Bath Mousse, 5.4-fl oz bottle",2,9.9800,
1154095,FL,32210-3415,267008247,2020-02-28,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2,6.9200,
1154095,FL,32210-3415,267341032,2020-02-29,206218,"Formula of Champions Smooth Design 20% Protein Show Pig Feed, 50-lb bag",2,10.1600,
1154095,FL,32210-3415,267341032,2020-02-29,210961,"Soos Pets Waterless Pet Bath Mousse, 5.4-fl oz bottle",5,7.4800,
1154095,FL,32210-3415,267651933,2020-03-01,162630,"Pets First NHL Hockey Dog & Cat Jersey, Tampa Bay Lightning, X-Large",4,17.3800,
1154095,FL,32210-3415,268172484,2020-03-03,178155,"Quality Pet Company Paw Nectar Organic Dog Paw Wax, 2-oz",3,12.9900,
1154095,FL,32210-3415,268172484,2020-03-03,219154,"Shake It Pup! Barkin' BBQ Dog Food Topper, 4.5-oz bottle",1,45.4900,
1154095,FL,32210-3415,269186488,2020-03-06,106178,Python No Spill Clean & Fill Aquarium Maintenance System,1,11.9900,
1154095,FL,32210-3415,269186488,2020-03-06,110923,"Pet Life Fashion Plush Cotton Hooded Dog Sweater, Brown, Small",1,12.9900,
1154095,FL,32210-3415,269186488,2020-03-06,143376,"Rubie's Costume Company Nickelodeon Catdog Dog & Cat Costume, Large",1,11.9900,
1154095,FL,32210-3415,269186488,2020-03-06,143373,Rubie's Costume Company Nickelodeon Catdog Dog & Cat Costume,1,10.9900,
1154095,FL,32210-3415,269186488,2020-03-06,130266,Conversation Concepts German Shepherd Figurine,1,1.4300,
1154095,FL,32210-3415,269723240,2020-03-08,162630,"Pets First NHL Hockey Dog & Cat Jersey, Tampa Bay Lightning, X-Large",3,17.3100,
1154095,FL,32210-3415,269708655,2020-03-08,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2,0.0000,
1154095,FL,32210-3415,269708655,2020-03-08,108125,"Plato Small Bites Slow Roasted Salmon Dog Treats, 4-oz bag",2,0.0000,
1154095,FL,32210-3415,269708655,2020-03-08,181616,"Plato Original Real Strips Salmon Recipe Dog Treats, 3-oz bag",1,0.0000,
1154095,FL,32210-3415,270953782,2020-03-12,162630,"Pets First NHL Hockey Dog & Cat Jersey, Tampa Bay Lightning, X-Large",1,17.3100,
1154095,FL,32210-3415,270953782,2020-03-12,117681,The Mountain Big Face Black Lab Kids Short Sleeve T-Shirt,3,13.1700,
1154095,FL,32210-3415,271463123,2020-03-13,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2,6.9200,
1154095,FL,32210-3415,271463123,2020-03-13,110923,"Pet Life Fashion Plush Cotton Hooded Dog Sweater, Brown, Small",1,12.9900,
1154095,FL,32210-3415,271463123,2020-03-13,117681,The Mountain Big Face Black Lab Kids Short Sleeve T-Shirt,1,13.1700,
1154095,FL,32210-3415,273325318,2020-03-17,176790,"Pets First NHL Hockey Puck Rope Dog Toy, Philadelphia Flyers",4,8.7800,
1154095,FL,32210-3415,273085313,2020-03-17,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",10,6.9200,
1154095,FL,32210-3415,273325318,2020-03-17,188379,"Carolina Pet Comfy Cup Memory Foam Bolster Dog Bed with Removable Cover, Saddle, Medium",1,14.2900,
1154095,FL,32210-3415,273672224,2020-03-18,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",4,12.9900,
1154095,FL,32210-3415,273672224,2020-03-18,181473,Eyenimal Complete Classic Dog Fence Set,2,3.6000,
1154095,FL,32210-3415,275993751,2020-03-24,176790,"Pets First NHL Hockey Puck Rope Dog Toy, Philadelphia Flyers",4,0.0000,
1154095,FL,32210-3415,276798302,2020-03-26,209473,"Exclusively Dog Boho Biscuits Well-Balanced Waffles Peanut Butter Flavor Dog Treats, 8-oz bag",5,10.9600,
1154095,FL,32210-3415,277989044,2020-03-30,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",8,6.9200,
1154095,FL,32210-3415,279483727,2020-04-03,190457,"FUZZU That Sneaky Cat! Scuff Squeaker Dog Toy, Large",1,28.3900,
1154095,FL,32210-3415,279483727,2020-04-03,45916,"Nutro Max Chicken, Rice & Turkey Canned Dog Food",4,5.9900,
1154095,FL,32210-3415,279775822,2020-04-04,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",4,12.9900,
1154095,FL,32210-3415,279775822,2020-04-04,209849,"Mosaic Birds Hummble Basic Bird Feeder, Aqua",1,7.9900,
1154095,FL,32210-3415,281458635,2020-04-09,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",4,12.9900,
1154095,FL,32210-3415,281458635,2020-04-09,209690,"Health Extension Chicken Pure Dried Grain-Free Cat Treats, 0.6-oz bag",4,4.1000,
1154095,FL,32210-3415,281798939,2020-04-10,52813,Earthborn Holistic Toby's Turkey Dinner Grain-Free Natural Moist Dog Food,1,19.9800,
1154095,FL,32210-3415,281798939,2020-04-10,180840,"HuggleHounds College Mascot Plush Corduroy Knottie Squeaky Plush Dog Toy, Stanford University, Large",1,6.5900,
1154095,FL,32210-3415,281798939,2020-04-10,109713,"Bones & Chews Himalayan Yak Cheese Jumbo Dog Treats, 1 count",1,7.4300,
1154095,FL,32210-3415,281798939,2020-04-10,191401,"Mazuri Koi Platinum Ogata for Fish Over 12 Inches Food, 20-lb bag",6,2.7600,
1154095,FL,32210-3415,284351447,2020-04-17,209473,"Exclusively Dog Boho Biscuits Well-Balanced Waffles Peanut Butter Flavor Dog Treats, 8-oz bag",3,10.9600,
1154095,FL,32210-3415,284351447,2020-04-17,101386,"Caitec Paradise Sisal Bungie Bird Toy, 1-inch",1,14.4700,
1154095,FL,32210-3415,284351447,2020-04-17,117118,"Sassy Dog Wear Multi Stripe Dog Leash, Orange, Large",1,16.0500,
1154095,FL,32210-3415,285029849,2020-04-19,209849,"Mosaic Birds Hummble Basic Bird Feeder, Aqua",4,7.9900,
1154095,FL,32210-3415,285029849,2020-04-19,151294,"Frontline Gold for Dogs Flea & Tick Treatment (Large Dog, 45-88 lbs.)",1,26.9500,
1154095,FL,32210-3415,286446636,2020-04-23,210783,"Bass Brushes The Hybrid Dog & Cat Groomer Paddle Brush, Bamboo-Dark Finish, Medium",1,14.9700,
1154095,FL,32210-3415,286446636,2020-04-23,110923,"Pet Life Fashion Plush Cotton Hooded Dog Sweater, Brown, Small",1,12.9900,
1154095,FL,32210-3415,286446636,2020-04-23,110837,"Pet Life Lightweight Sporty Avalanche Dog Coat, Green, Small",1,9.9900,
1154095,FL,32210-3415,286446636,2020-04-23,155162,"Charming Pet Balloon Dog Toy, Monkey, X-Small",1,30.4900,
1154095,FL,32210-3415,288011207,2020-04-28,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2,16.2700,
1154095,FL,32210-3415,288011207,2020-04-28,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,1,13.2900,
1154095,FL,32210-3415,289437866,2020-05-02,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",4,12.9900,
1154095,FL,32210-3415,290916045,2020-05-07,111419,"FurHaven NAP Deluxe Memory Foam Pillow Dog Bed with Removable Cover, Cream, Medium",1,15.9900,
1154095,FL,32210-3415,290916045,2020-05-07,129252,NWC Naturals Total-Zymes Digestive Enzymes Dog & Cat Powder Supplement,1,13.4400,
1154095,FL,32210-3415,290916045,2020-05-07,129251,"Dremel Pet Grooming Nail Guard, AT01-PGK",2,13.4400,
1154095,FL,32210-3415,290916045,2020-05-07,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2,12.9900,
1154095,FL,32210-3415,292560909,2020-05-12,113933,"EzyDog Convert Dog Harness, Charcoal, X-Large",2,9.4300,
1154095,FL,32210-3415,293112851,2020-05-14,117110,"Sassy Dog Wear Multi Stripe Dog Leash, Medium, Pink",3,13.2400,
1154095,FL,32210-3415,293112851,2020-05-14,117117,"Sassy Dog Wear Multi Stripe Dog Leash, Pink, Large",3,13.1400,
1154095,FL,32210-3415,293784794,2020-05-16,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2,12.9900,
1154095,FL,32210-3415,293784794,2020-05-16,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2,18.6600,
1154095,FL,32210-3415,295379962,2020-05-21,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2,18.6600,
1154095,FL,32210-3415,295379962,2020-05-21,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",1,12.3300,
1154095,FL,32210-3415,295379962,2020-05-21,172534,"Simply Nourish Beef Recipe Pate Adult Canned Dog Food, 13-oz, case of 12 ",1,13.9900,
1154095,FL,32210-3415,296310999,2020-05-24,114018,"Resco Wrap Comb for Dogs, Cats & Small Pets",2,23.2800,
1154095,FL,32210-3415,296310999,2020-05-24,136084,"ADIDOG Dog Hoodie, Yellow, Size 22",1,13.2500,
1154095,FL,32210-3415,296584799,2020-05-25,162701,"Nutri-Vet K9 Defense Flea & Tick Treatment for Dogs (5-10 pounds), 3 treatment",3,23.2800,
1154095,FL,32210-3415,296309946,2020-05-26,103842,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Salmon & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",1,11.6400,
1154095,FL,32210-3415,296309946,2020-05-26,103848,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Beef & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",1,11.6400,
1154095,FL,32210-3415,296309946,2020-05-26,103844,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Tuna & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",2,11.6900,
1154095,FL,32210-3415,296309946,2020-05-26,103962,Living World Blue Ergonomic Small Pet Dish,1,12.1400,
1154095,FL,32210-3415,298470764,2020-05-31,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",3,18.6600,
1154095,FL,32210-3415,300235967,2020-06-05,103844,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Tuna & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",1,11.6900,
1154095,FL,32210-3415,300235967,2020-06-05,120917,HDP Big Dog No Pull Dog Harness,1,9.4700,
1154095,FL,32210-3415,300235967,2020-06-05,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2,15.5800,
1154095,FL,32210-3415,303497323,2020-06-18,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",1,7.6100,
1154095,FL,32210-3415,303497323,2020-06-18,103842,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Salmon & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",1,13.2800,
1154095,FL,32210-3415,303497323,2020-06-18,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",1,13.2700,
1154095,FL,32210-3415,303497323,2020-06-18,110923,"Pet Life Fashion Plush Cotton Hooded Dog Sweater, Brown, Small",1,12.9900,
1154095,FL,32210-3415,303497323,2020-06-18,103856,"Nature's Recipe Culinary Favorites Stew Recipe with Real Beef & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",1,13.0800,
1154095,FL,32210-3415,305136762,2020-06-20,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2,12.3300,
1154095,FL,32210-3415,305136762,2020-06-20,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,9.0500,
1154095,FL,32210-3415,305277774,2020-06-21,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",8,9.0500,
1154095,FL,32210-3415,305608353,2020-06-22,241935,"Cat Craft 15-in Tunnel Wooden Legs Elevated Cat Bed, Grey",1,26.9900,
1154095,FL,32210-3415,305608353,2020-06-22,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,7.8100,
1154095,FL,32210-3415,305608353,2020-06-22,196094,Li'l Pals Ribbon Safety Kitten Collar,1,16.9900,
1154095,FL,32210-3415,305608353,2020-06-22,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",1,13.2700,
1154095,FL,32210-3415,306023588,2020-06-23,241938,"Cat Craft 3-Story Cat Tree, Grey",1,16.9900,
1154095,FL,32210-3415,306023588,2020-06-23,220142,Shernbao PGC-560B Pet Clipper Blade,2,15.9900,
1154095,FL,32210-3415,306023588,2020-06-23,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,9.0500,
1154095,FL,32210-3415,307753119,2020-06-28,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,9.0500,
1154095,FL,32210-3415,307753119,2020-06-28,146198,"Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats, 400-mg, 1 tablet",1,15.9900,
1154095,FL,32210-3415,307753119,2020-06-28,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",1,12.3300,
1154095,FL,32210-3415,308841255,2020-07-01,103848,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Beef & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",3,11.6400,
1154095,FL,32210-3415,308841255,2020-07-01,103850,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Turkey & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",2,12.1000,
1154095,FL,32210-3415,308841255,2020-07-01,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",1,7.6100,
1154095,FL,32210-3415,309155810,2020-07-02,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",1,12.3300,
1154095,FL,32210-3415,309155810,2020-07-02,106846,"Kitty Holster Cat Harness, Blazin Red Bandana, Small/Medium",2,20.0500,
1154095,FL,32210-3415,309155810,2020-07-02,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,7.8100,
1154095,FL,32210-3415,308841346,2020-07-08,103838,"AvoDerm Senior Health Lamb Meal Formula Dry Dog Food, 12-lb bag",5,12.9600,
1154095,FL,32210-3415,308841346,2020-07-08,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",1,13.2700,
1154095,FL,32210-3415,308841346,2020-07-08,240904,Derby Originals Reflective Horse Fly Mask,1,11.0400,
1154095,FL,32210-3415,310980647,2020-07-09,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",3,13.9800,
1154095,FL,32210-3415,310980647,2020-07-09,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",1,16.4600,
1154095,FL,32210-3415,313545790,2020-07-15,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",1,13.7000,
1154095,FL,32210-3415,313691545,2020-07-15,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,2,13.2900,
1154095,FL,32210-3415,313691545,2020-07-15,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",1,12.1400,
1154095,FL,32210-3415,313545790,2020-07-15,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2,12.1400,
1154095,FL,32210-3415,313545790,2020-07-15,240904,Derby Originals Reflective Horse Fly Mask,2,11.0400,
1154095,FL,32210-3415,313691545,2020-07-15,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",2,13.9800,
1154095,FL,32210-3415,314251140,2020-07-17,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",2,13.9800,
1154095,FL,32210-3415,314251140,2020-07-17,106840,"Kitty Holster Cat Harness, Purple, X-Small",1,18.0600,
1154095,FL,32210-3415,314251140,2020-07-17,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",1,16.4600,
1154095,FL,32210-3415,314937319,2020-07-19,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",4,12.1400,
1154095,FL,32210-3415,314937319,2020-07-19,114290,Blue Buffalo Divine Delights Prime Rib Flavor Hearty Gravy Dog Food Trays,1,1.9900,
1154095,FL,32210-3415,315257718,2020-07-20,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",4,12.1400,
1154095,FL,32210-3415,315257718,2020-07-20,240904,Derby Originals Reflective Horse Fly Mask,2,11.0400,
1154095,FL,32210-3415,315604527,2020-07-21,240904,Derby Originals Reflective Horse Fly Mask,2,11.0400,
1154095,FL,32210-3415,315604527,2020-07-21,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",4,12.1400,
1154095,FL,32210-3415,315605315,2020-07-29,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",3,16.4600,
1154095,FL,32210-3415,318342821,2020-07-29,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",4,12.1400,
1154095,FL,32210-3415,318342821,2020-07-29,130146,"Amazing Nutritionals Cranberry Chews Daily Dog Supplement, 120 count",2,2.7700,
1154095,FL,32210-3415,319030630,2020-07-31,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",7,7.8100,
1154095,FL,32210-3415,319030698,2020-07-31,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",4,16.4600,
1154095,FL,32210-3415,321158526,2020-08-06,240904,Derby Originals Reflective Horse Fly Mask,4,12.9600,
1154095,FL,32210-3415,321169832,2020-08-17,240904,Derby Originals Reflective Horse Fly Mask,2,12.7200,
1154095,FL,32210-3415,321169832,2020-08-17,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",1,13.2700,
1154095,FL,32210-3415,321169832,2020-08-17,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,1,13.5900,
1154095,FL,32210-3415,325291380,2020-08-18,240904,Derby Originals Reflective Horse Fly Mask,1,12.7200,
1154095,FL,32210-3415,325291380,2020-08-18,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",6,7.8100,
1154095,FL,32210-3415,327025906,2020-08-23,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",3,13.2700,
1154095,FL,32210-3415,327025906,2020-08-23,169464,GloFish Dragon Aquarium Ornament,1,11.0400,
1154095,FL,32210-3415,327025913,2020-08-26,103512,"Kaytee CritterTrail Small Animal Accessory Kit, Snap-On Wheel",1,17.2800,
1154095,FL,32210-3415,327025913,2020-08-26,120918,Pet Krewe Lion Mane Cat & Small Dog Costume,4,12.6600,
1154095,FL,32210-3415,328448926,2020-08-27,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",12,4.3000,
1154095,FL,32210-3415,328356752,2020-08-27,169464,GloFish Dragon Aquarium Ornament,6,11.0400,
1154095,FL,32210-3415,329168946,2020-08-29,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",12,4.3000,
1154095,FL,32210-3415,328357029,2020-08-29,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",7,7.6100,
1154095,FL,32210-3415,330234254,2020-09-01,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",6,4.7800,
1154095,FL,32210-3415,330234254,2020-09-01,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",4,7.8100,
1154095,FL,32210-3415,331670118,2020-09-05,133347,Restorative Botanicals 4Paws Simple Blend Hemp Extract & Cod Liver Oil Dog & Cat Supplement,2,7.2800,
1154095,FL,32210-3415,331670118,2020-09-05,55406,"Rachael Ray Nutrish Healthy Weight Turkey & Rice Dog Treats, 10-oz bag",3,1.8800,
1154095,FL,32210-3415,331670118,2020-09-05,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",1,6.5100,
1154095,FL,32210-3415,332339145,2020-09-07,133347,Restorative Botanicals 4Paws Simple Blend Hemp Extract & Cod Liver Oil Dog & Cat Supplement,1,7.2800,
1154095,FL,32210-3415,332339145,2020-09-07,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",2,6.5100,
1154095,FL,32210-3415,332339145,2020-09-07,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2,4.9200,
1154095,FL,32210-3415,335138861,2020-09-15,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",12,7.8100,
1154095,FL,32210-3415,335493008,2020-09-16,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,1,13.9900,
1154095,FL,32210-3415,335493008,2020-09-16,169464,GloFish Dragon Aquarium Ornament,2,12.7200,
1154095,FL,32210-3415,335493008,2020-09-16,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",1,6.5100,
1154095,FL,32210-3415,335493008,2020-09-16,130135,"Sheer Guard Bird Cage Skirt, Royal Blue, X-Large",1,3.3900,
