CustomerID,PetName,ReviewText,PetType,Breed,LifeStage,Gender,SizeCategory,Weight,Birthday,ProductID,ProductName,Rating,ReviewDate
1154095,sue ling,"have the large ones that stand upright, but cats kept coming to a corner in my hallway. each month had to redo the wall, thank god it was texture so I could hide  the scratch marks. wall sisal fits great going around wall corners. came with screws and was easy to put up. dont know how long it will last, have many cats that use it, bought 4 more since they were 25% off. I love it and dont have to patch and repair wall anymore and cats love it.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2016-01-01,214351,Frisco Wall Sisal Cat Scratcher,5,2020-11-10 18:33:52.000
1154095,sugar,"have the large ones that stand upright, but cats kept coming to a corner in my hallway. each month had to redo the wall, thank god it was texture so I could hide  the scratch marks. wall sisal fits great going around wall corners. came with screws and was easy to put up. dont know how long it will last, have many cats that use it, bought 4 more since they were 25% off. I love it and dont have to patch and repair wall anymore and cats love it.",Cat,Other,UNK,UNKN,UNK,UNK,UNK,214351,Frisco Wall Sisal Cat Scratcher,5,2020-11-10 18:33:52.000
1154095,sue ling,"bought 2 of them for my older cats,  back bedroom stays cooler than other rooms. this is their bed to sleep on. put them on the bed with a cheap thin  baby blanket I got at dollartree, it works great. they love them. it stays warm, they are happy and its large enough that there is always a warm spot.I live in florida and its not for outside.  like the cord and would buy again.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2016-01-01,72225,K&H Pet Products Lectro-Soft Igloo-Style Heated Pad & Cover,5,2020-11-19 01:22:39.000
1154095,sugar,"bought 2 of them for my older cats,  back bedroom stays cooler than other rooms. this is their bed to sleep on. put them on the bed with a cheap thin  baby blanket I got at dollartree, it works great. they love them. it stays warm, they are happy and its large enough that there is always a warm spot.I live in florida and its not for outside.  like the cord and would buy again.",Cat,Other,UNK,UNKN,UNK,UNK,UNK,72225,K&H Pet Products Lectro-Soft Igloo-Style Heated Pad & Cover,5,2020-11-19 01:22:39.000
1154095,sue ling,"bought 3 for outside cats, it looked smaller in picture with a small dog inside, but was larger. will fit  more than 1 cat  inside. lots of room, put some baby blankets inside for this winter. love the look and color. box came damage but everything inside was OK. will be putting the others together tomorrow, real easy. price was very great, lowest price for a dog house yet. thanks",Cat,American- Shorthair,A,FMLE,UNK,UNK,2016-01-01,214171,EcoSMART Bonita Pet Dog House,5,2020-12-11 10:32:46.000
1154095,sugar,"bought 3 for outside cats, it looked smaller in picture with a small dog inside, but was larger. will fit  more than 1 cat  inside. lots of room, put some baby blankets inside for this winter. love the look and color. box came damage but everything inside was OK. will be putting the others together tomorrow, real easy. price was very great, lowest price for a dog house yet. thanks",Cat,Other,UNK,UNKN,UNK,UNK,UNK,214171,EcoSMART Bonita Pet Dog House,5,2020-12-11 10:32:46.000
1154095,sue ling,"made very well, nice thick plastic,   top does not snap on but I can use it for my outside cats, it will be in a place where water does not get in. I would buy more for the cats,  its heavy weight  and it looks cute. because of the size and shape, I can put it anywhere.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2016-01-01,68532,Petmate Barnhome III Dog House,5,2020-12-11 19:17:20.000
1154095,sugar,"made very well, nice thick plastic,   top does not snap on but I can use it for my outside cats, it will be in a place where water does not get in. I would buy more for the cats,  its heavy weight  and it looks cute. because of the size and shape, I can put it anywhere.",Cat,Other,UNK,UNKN,UNK,UNK,UNK,68532,Petmate Barnhome III Dog House,5,2020-12-11 19:17:20.000
1154095,sue ling,"have bought other patterns from this brand, but this is my favored color. older cat with trouble eatting, this seems to help with his eating. bought 2 and love them.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2016-01-01,218486,"Necoichi Raised Cat Food Bowl, Nordic Blue",5,2020-12-13 04:29:56.000
1154095,sugar,"have bought other patterns from this brand, but this is my favored color. older cat with trouble eatting, this seems to help with his eating. bought 2 and love them.",Cat,Other,UNK,UNKN,UNK,UNK,UNK,218486,"Necoichi Raised Cat Food Bowl, Nordic Blue",5,2020-12-13 04:29:56.000
1183376,Elwood,The sweater is so cute and well made.  It was easy to put on my kitties and they didn't mind wearing it. It runs a little large but still fit well. Rudolph's nose lights up.  A nice touch for the holidays.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,160144,Frisco Holiday Reindeer Dog & Cat Sweater with LED Nose,5,2020-01-13 07:21:14.000
1183376,Turbo,The sweater is so cute and well made.  It was easy to put on my kitties and they didn't mind wearing it. It runs a little large but still fit well. Rudolph's nose lights up.  A nice touch for the holidays.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,160144,Frisco Holiday Reindeer Dog & Cat Sweater with LED Nose,5,2020-01-13 07:21:14.000
1183376,Elwood,This sweater is really nice for the holidays.  It is a perfect fit and is soft and well made.  I purchased one for each of my kitties and they didn't seem to mind wearing it at all.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,159476,Pup Crew Polar Bear Dog & Cat Scarf Sweater,5,2020-01-13 07:23:42.000
1183376,Turbo,This sweater is really nice for the holidays.  It is a perfect fit and is soft and well made.  I purchased one for each of my kitties and they didn't seem to mind wearing it at all.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,159476,Pup Crew Polar Bear Dog & Cat Scarf Sweater,5,2020-01-13 07:23:42.000
1183376,Elwood,One of my three cats loves this toy.  It's very sturdy and should last a long time.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,175060,Jackson Galaxy Twisted Kicker Cat Toy,5,2020-02-09 09:33:05.000
1183376,Turbo,One of my three cats loves this toy.  It's very sturdy and should last a long time.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,175060,Jackson Galaxy Twisted Kicker Cat Toy,5,2020-02-09 09:33:05.000
1183376,Elwood,This cat food looks as good as human food and my 3 kitties love it.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,143729,Rachael Ray Nutrish PEAK Natural Grain-Free Variety Pack Wet Cat Food,5,2020-05-03 09:28:22.000
1183376,Turbo,This cat food looks as good as human food and my 3 kitties love it.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,143729,Rachael Ray Nutrish PEAK Natural Grain-Free Variety Pack Wet Cat Food,5,2020-05-03 09:28:22.000
1183376,Elwood,All 3 of my kitties love this food.  I  put it in the rotation with other food to help keep their urinary tracts healthy.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,111110,Purina Pro Plan Urinary Tract Health Variety Pack Canned Cat Food,5,2020-09-02 07:05:15.000
1183376,Turbo,All 3 of my kitties love this food.  I  put it in the rotation with other food to help keep their urinary tracts healthy.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,111110,Purina Pro Plan Urinary Tract Health Variety Pack Canned Cat Food,5,2020-09-02 07:05:15.000
1183376,Elwood,I have been having trouble giving daily pills to my cat but he really loves these.  He eats them up pill and all.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,46056,Greenies Pill Pockets Feline Natural Salmon Flavor Soft Adult Cat Treats,5,2020-11-05 07:01:20.000
1183376,Turbo,I have been having trouble giving daily pills to my cat but he really loves these.  He eats them up pill and all.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,46056,Greenies Pill Pockets Feline Natural Salmon Flavor Soft Adult Cat Treats,5,2020-11-05 07:01:20.000
1183376,Elwood,My 3 kitties just love this mouse.  It looks and acts just like a real mouse.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,124501,"Hexbug Mouse Robotic Cat Toy, Color Varies",5,2020-12-02 12:47:24.000
1183376,Turbo,My 3 kitties just love this mouse.  It looks and acts just like a real mouse.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,124501,"Hexbug Mouse Robotic Cat Toy, Color Varies",5,2020-12-02 12:47:24.000
1183376,Elwood,I have tried a lot of catfood but this one is a favorite.  All 3 kitties love it.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,86239,Purina Pro Plan Beef & Carrots Entree in Gravy Canned Cat Food,5,2020-12-02 12:49:01.000
1183376,Turbo,I have tried a lot of catfood but this one is a favorite.  All 3 kitties love it.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,86239,Purina Pro Plan Beef & Carrots Entree in Gravy Canned Cat Food,5,2020-12-02 12:49:01.000
1183376,Elwood,All my kitties love these and they last a long time too.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,174796,Frisco Double-Wide Cat Scratcher Toy with Catnip,5,2020-12-02 12:49:53.000
1183376,Turbo,All my kitties love these and they last a long time too.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,174796,Frisco Double-Wide Cat Scratcher Toy with Catnip,5,2020-12-02 12:49:53.000
1183376,Elwood,My 3 kitties love this food and it is supposed to be good for their teeth.  We just started using it and we'll see how their next dental exam goes.,Cat,Birman,A,MALE,UNK,UNK,2013-05-26,46260,Hill's Science Diet Adult Oral Care Chicken Recipe Dry Cat Food,5,2020-12-11 13:51:43.000
1183376,Turbo,My 3 kitties love this food and it is supposed to be good for their teeth.  We just started using it and we'll see how their next dental exam goes.,Cat,Himalayan,A,MALE,UNK,UNK,2008-08-05,46260,Hill's Science Diet Adult Oral Care Chicken Recipe Dry Cat Food,5,2020-12-11 13:51:43.000
1317924,Beatrix Kiddo,"This was the first time that I bought wet food by this brand, and my cats love it. It's not too liquid-y, and there's chunks of meat. I'll definitely buy it again.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,197015,"Farmina Natural & Delicious Ocean Sea Bass, Sardine & Shrimp Canned Cat Food",5,2020-03-14 18:58:01.000
1317924,Sindel,"This was the first time that I bought wet food by this brand, and my cats love it. It's not too liquid-y, and there's chunks of meat. I'll definitely buy it again.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,197015,"Farmina Natural & Delicious Ocean Sea Bass, Sardine & Shrimp Canned Cat Food",5,2020-03-14 18:58:01.000
1317924,Beatrix Kiddo,Both of my cats love this food. They never leave any left in the bowl. This food has big chunks and it's not too liquidy. I'll definitely order it again.,Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,142322,Weruva TruLuxe TruTurf Variety Pack Grain-Free Canned Cat Food,5,2020-03-31 12:32:37.000
1317924,Sindel,Both of my cats love this food. They never leave any left in the bowl. This food has big chunks and it's not too liquidy. I'll definitely order it again.,Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,142322,Weruva TruLuxe TruTurf Variety Pack Grain-Free Canned Cat Food,5,2020-03-31 12:32:37.000
1317924,Beatrix Kiddo,"My dog likes the food. It's not her favorite, but she'll eat it. It's in pate form, and I try to buy her food with meat and veggie chunks, but this'll do as well. I appreciate that this food does not have any hidden chicken ingredients in it because my dog gets pretty itchy when eating chicken. I'll probably buy it again.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,149719,Health Extension Grain-Free Italian Feast Venison Recipe Canned Dog Food,4,2020-04-10 12:30:05.000
1317924,Sindel,"My dog likes the food. It's not her favorite, but she'll eat it. It's in pate form, and I try to buy her food with meat and veggie chunks, but this'll do as well. I appreciate that this food does not have any hidden chicken ingredients in it because my dog gets pretty itchy when eating chicken. I'll probably buy it again.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,149719,Health Extension Grain-Free Italian Feast Venison Recipe Canned Dog Food,4,2020-04-10 12:30:05.000
1317924,Beatrix Kiddo,"My dog likes the food. It's not her favorite, but she'll eat it. It's in pate form, and I try to buy her food with meat and veggie chunks, but this'll do as well. I appreciate that this food does not have any hidden chicken ingredients in it because my dog gets pretty itchy when eating chicken. I'll probably buy it again.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,149723,Health Extension Grain-Free Northern Catch Salmon Recipe Canned Dog Food,4,2020-04-10 12:30:46.000
1317924,Sindel,"My dog likes the food. It's not her favorite, but she'll eat it. It's in pate form, and I try to buy her food with meat and veggie chunks, but this'll do as well. I appreciate that this food does not have any hidden chicken ingredients in it because my dog gets pretty itchy when eating chicken. I'll probably buy it again.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,149723,Health Extension Grain-Free Northern Catch Salmon Recipe Canned Dog Food,4,2020-04-10 12:30:46.000
1317924,Beatrix Kiddo,My GSD loves all of the Wet Noses treats. She seems to really like this flavor more than the rest right now.,Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,157022,Wet Noses Grain-Free Apple & Ginger Flavor Dog Treats,5,2020-04-10 12:31:39.000
1317924,Sindel,My GSD loves all of the Wet Noses treats. She seems to really like this flavor more than the rest right now.,Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,157022,Wet Noses Grain-Free Apple & Ginger Flavor Dog Treats,5,2020-04-10 12:31:39.000
1317924,Beatrix Kiddo,I give my GSD one of these if I'm leaving the house for a while. They keep her busy for a while since she plays with it for a long time before actually chewing on it. I appreciate the quality of this product because I usually stay away from rawhide products that tend to have tons of fillers and chemicals. Good price too. I'll definitely buy more of these.,Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,131825,Buffalo Range All Natural Grain-Free Jerky Bone Rawhide Dog Treats,5,2020-04-10 12:34:36.000
1317924,Sindel,I give my GSD one of these if I'm leaving the house for a while. They keep her busy for a while since she plays with it for a long time before actually chewing on it. I appreciate the quality of this product because I usually stay away from rawhide products that tend to have tons of fillers and chemicals. Good price too. I'll definitely buy more of these.,Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,131825,Buffalo Range All Natural Grain-Free Jerky Bone Rawhide Dog Treats,5,2020-04-10 12:34:36.000
1317924,Beatrix Kiddo,"I like Frisco cat litter. It's low dust, affordable, lasts a long time, and is safe for my cats. It covers up any smell, and it clumps really well too.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,103789,Frisco Multi-Cat Unscented Clumping Clay Cat Litter,5,2020-05-08 13:02:08.000
1317924,Sindel,"I like Frisco cat litter. It's low dust, affordable, lasts a long time, and is safe for my cats. It covers up any smell, and it clumps really well too.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,103789,Frisco Multi-Cat Unscented Clumping Clay Cat Litter,5,2020-05-08 13:02:08.000
1317924,Beatrix Kiddo,"My German Shepherd really likes these. The only downside is that the treats are small for her. It's a good snack though. I appreciate treats that don't contain chicken, since she's itchy when she consumes chicken.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,161473,Blue Dog Bakery Doggie Paws Maple Bacon Dog Treats,4,2020-08-30 11:49:00.000
1317924,Sindel,"My German Shepherd really likes these. The only downside is that the treats are small for her. It's a good snack though. I appreciate treats that don't contain chicken, since she's itchy when she consumes chicken.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,161473,Blue Dog Bakery Doggie Paws Maple Bacon Dog Treats,4,2020-08-30 11:49:00.000
1317924,Beatrix Kiddo,I really appreciate these variety packs. It's essential for picky cats. My cats love the BFF brand too. It's small enough where I can order different variety packs from different brands.,Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,52199,BFF Batch 'O Besties Variety Pack Canned Cat Food,5,2020-09-14 11:44:02.000
1317924,Sindel,I really appreciate these variety packs. It's essential for picky cats. My cats love the BFF brand too. It's small enough where I can order different variety packs from different brands.,Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,52199,BFF Batch 'O Besties Variety Pack Canned Cat Food,5,2020-09-14 11:44:02.000
1317924,Beatrix Kiddo,"I'm not a huge fan of the pouches. There's a lot of liquid, and not many chunks of meat. My cats love the actual food, but I don't feel like a get a huge bang for my buck when it comes to the pouches. I'll buy them occasionally.",Cat,Domestic,A,FMLE,UNK,UNK,2013-04-13,115892,"Weruva Cats in the Kitchen Pantry Party Variety Pack Grain-Free Cat Food, 3-oz pouch, case of 12",4,2020-10-28 13:34:24.000
1317924,Sindel,"I'm not a huge fan of the pouches. There's a lot of liquid, and not many chunks of meat. My cats love the actual food, but I don't feel like a get a huge bang for my buck when it comes to the pouches. I'll buy them occasionally.",Dog,German Shepherd,S,FMLE,L,UNK,2011-11-02,115892,"Weruva Cats in the Kitchen Pantry Party Variety Pack Grain-Free Cat Food, 3-oz pouch, case of 12",4,2020-10-28 13:34:24.000
2209529,Bella,This Beyond grain free is great food BUT unfortunately my three cats did not like it. They just picked at it.,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,155582,Purina Beyond Grain-Free Pacific Tuna & Lentil Recipe Dry Cat Food,3,2020-03-15 06:18:15.000
2209529,Marco,This Beyond grain free is great food BUT unfortunately my three cats did not like it. They just picked at it.,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,155582,Purina Beyond Grain-Free Pacific Tuna & Lentil Recipe Dry Cat Food,3,2020-03-15 06:18:15.000
2209529,Bella,This food is really very good but for some reason my three cats just would not eat it. I mixed it in with their present dry food but they just ate their regular dry and left the crave. The kibble is a nice size and that is one of the reasons I bought this as my cats love to crunch on their kibble. A lot of the companies are going to small kibble and my cats do not like small kibble because they can't crunch.,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,148857,"Crave with Protein from Turkey, Chicken & Duck Adult Grain-Free Dry Cat Food",3,2020-03-15 06:25:29.000
2209529,Marco,This food is really very good but for some reason my three cats just would not eat it. I mixed it in with their present dry food but they just ate their regular dry and left the crave. The kibble is a nice size and that is one of the reasons I bought this as my cats love to crunch on their kibble. A lot of the companies are going to small kibble and my cats do not like small kibble because they can't crunch.,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,148857,"Crave with Protein from Turkey, Chicken & Duck Adult Grain-Free Dry Cat Food",3,2020-03-15 06:25:29.000
2209529,Bella,"Finally my 14 year old finicky cat loves this food and so do my twin 5 year olds. No more hair shedding and no more throwing up. I give the moist along with Beyond Grain free indoor Salmon dry kibble so that they have variety. Please Halo DO NOT change this as it was my life saver. So upsetting when companies have a winner and then they decide to change the formula and our pets do not like the change. Makes it very difficult for us ""Mammas"" trying to find another food that they like as much.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,77061,Halo Turkey & Duck Recipe Pate Grain-Free Indoor Cat Canned Cat Food,5,2020-03-16 08:25:45.000
2209529,Marco,"Finally my 14 year old finicky cat loves this food and so do my twin 5 year olds. No more hair shedding and no more throwing up. I give the moist along with Beyond Grain free indoor Salmon dry kibble so that they have variety. Please Halo DO NOT change this as it was my life saver. So upsetting when companies have a winner and then they decide to change the formula and our pets do not like the change. Makes it very difficult for us ""Mammas"" trying to find another food that they like as much.",Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,77061,Halo Turkey & Duck Recipe Pate Grain-Free Indoor Cat Canned Cat Food,5,2020-03-16 08:25:45.000
2209529,Bella,this dry food is really great and my three cats love it. I know they are in the process of adjusting this formula by Purina I just hope they keep it healthy as it is. I also hope they DoNot make the kibble smaller as my cats love to crunch on the kibble and some of the other companies the kibble is so small that my cats will not eat it even though it is great food( example Halo indoor--great food but kibble so small). Also this food has 6.5% fiber which is great for hairballs to pass through the stool instead of throwing it up another plus. I also feed my cats moist food(Halo indoor) along with this dry food and they are doing very well. It is important to give at least one can of moist food it really is good for cats.,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,155586,Purina Beyond Grain-Free Icelandic Arctic Char & Lentil Recipe Dry Cat Food,5,2020-03-19 11:59:13.000
2209529,Marco,this dry food is really great and my three cats love it. I know they are in the process of adjusting this formula by Purina I just hope they keep it healthy as it is. I also hope they DoNot make the kibble smaller as my cats love to crunch on the kibble and some of the other companies the kibble is so small that my cats will not eat it even though it is great food( example Halo indoor--great food but kibble so small). Also this food has 6.5% fiber which is great for hairballs to pass through the stool instead of throwing it up another plus. I also feed my cats moist food(Halo indoor) along with this dry food and they are doing very well. It is important to give at least one can of moist food it really is good for cats.,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,155586,Purina Beyond Grain-Free Icelandic Arctic Char & Lentil Recipe Dry Cat Food,5,2020-03-19 11:59:13.000
2209529,Bella,My three cats love this food1 One is finicky and she went right to it. I was so happy to see her eat it. Not only that but Halo is all natural food and it also smells great to my nose just like human food so I know it is healthy for my three pets.,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,99157,Halo Adult Grain-Free Pate Turkey Recipe Wet Cat Food,5,2020-03-28 10:39:47.000
2209529,Marco,My three cats love this food1 One is finicky and she went right to it. I was so happy to see her eat it. Not only that but Halo is all natural food and it also smells great to my nose just like human food so I know it is healthy for my three pets.,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,99157,Halo Adult Grain-Free Pate Turkey Recipe Wet Cat Food,5,2020-03-28 10:39:47.000
2209529,Bella,This is very healthy food but unfortunately my three cats did not really like it. That is the reason I gave it 4 stars instead of 5 but if your cats like it that is great because Halo makes really great food for out pets.,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,51458,Halo Whitefish Recipe with Real Whole Whitefish Pate Grain-Free Indoor Cat Wet Cat Food,4,2020-03-28 10:41:51.000
2209529,Marco,This is very healthy food but unfortunately my three cats did not really like it. That is the reason I gave it 4 stars instead of 5 but if your cats like it that is great because Halo makes really great food for out pets.,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,51458,Halo Whitefish Recipe with Real Whole Whitefish Pate Grain-Free Indoor Cat Wet Cat Food,4,2020-03-28 10:41:51.000
2209529,Bella,"This Beyond Simply White Meat Chicken and Whole Oat Meal dry cat food is a winner for Purina--The ingredients are healthy and the Oat Meal addition is so gentle to the stomach and great for heart health. Plus my cats absolutely love this food. The kibble is just the right size so my cats can ""crunch "" which they love to do. I also supplement the feedings with a 3 oz can of Beyond grain free Duck and Sweet Potato moist food which they also love and helps with elimination of hairballs. With this feeding routine my two cats are doing very well. My only fear is that Purina will change this great food  to new ingredients which they have done in the past with some of their other great food. I think Purina really has a winner with this Beyond food.",Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,79006,Purina Beyond Simply White Meat Chicken & Whole Oat Meal Recipe Dry Cat Food,5,2020-08-16 07:29:21.000
2209529,Marco,"This Beyond Simply White Meat Chicken and Whole Oat Meal dry cat food is a winner for Purina--The ingredients are healthy and the Oat Meal addition is so gentle to the stomach and great for heart health. Plus my cats absolutely love this food. The kibble is just the right size so my cats can ""crunch "" which they love to do. I also supplement the feedings with a 3 oz can of Beyond grain free Duck and Sweet Potato moist food which they also love and helps with elimination of hairballs. With this feeding routine my two cats are doing very well. My only fear is that Purina will change this great food  to new ingredients which they have done in the past with some of their other great food. I think Purina really has a winner with this Beyond food.",Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,79006,Purina Beyond Simply White Meat Chicken & Whole Oat Meal Recipe Dry Cat Food,5,2020-08-16 07:29:21.000
2209529,Bella,WOW!! that's all I can say about this Limited ingredient food. Both. my cats including my one that has chicken and other ingredient sensitivities took to this immediately!! This is the first time that my cats have loved a dry cat food within a half hour. The ingredients in this cat food are sooo good and it smells great too!! Not that fishy smell that I hate. Wonderful Wonderful food. I sure hope that this company does not change this at all. Not only is it high quality food BUT it is perfect if your pet has food sensitivities and it is a lot I mean a lot cheaper than prescription diets!!,Cat,American- Shorthair,A,FMLE,UNK,UNK,2014-05-05,229941,Taste of the Wild PREY Turkey Formula Limited Ingredient Recipe Dry Cat Food,5,2020-10-21 12:46:14.000
2209529,Marco,WOW!! that's all I can say about this Limited ingredient food. Both. my cats including my one that has chicken and other ingredient sensitivities took to this immediately!! This is the first time that my cats have loved a dry cat food within a half hour. The ingredients in this cat food are sooo good and it smells great too!! Not that fishy smell that I hate. Wonderful Wonderful food. I sure hope that this company does not change this at all. Not only is it high quality food BUT it is perfect if your pet has food sensitivities and it is a lot I mean a lot cheaper than prescription diets!!,Cat,Maine Coon,A,MALE,UNK,UNK,2014-05-27,229941,Taste of the Wild PREY Turkey Formula Limited Ingredient Recipe Dry Cat Food,5,2020-10-21 12:46:14.000
