CustomerID,ProductID,ProductName,OrderDate,Quantity,Price
1154095,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,2020-04-28,1,13.29
1154095,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2020-04-28,2,16.27
1154095,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2020-05-02,4,12.99
1154095,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2020-05-07,2,12.99
1154095,129251,"Dremel Pet Grooming Nail Guard, AT01-PGK",2020-05-07,2,13.44
1154095,129252,NWC Naturals Total-Zymes Digestive Enzymes Dog & Cat Powder Supplement,2020-05-07,1,13.44
1154095,111419,"FurHaven NAP Deluxe Memory Foam Pillow Dog Bed with Removable Cover, Cream, Medium",2020-05-07,1,15.99
1154095,113933,"EzyDog Convert Dog Harness, Charcoal, X-Large",2020-05-12,2,9.43
1154095,117117,"Sassy Dog Wear Multi Stripe Dog Leash, Pink, Large",2020-05-14,3,13.14
1154095,117110,"Sassy Dog Wear Multi Stripe Dog Leash, Medium, Pink",2020-05-14,3,13.24
1154095,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2020-05-16,2,18.66
1154095,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2020-05-16,2,12.99
1154095,172534,"Simply Nourish Beef Recipe Pate Adult Canned Dog Food, 13-oz, case of 12 ",2020-05-21,1,13.99
1154095,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2020-05-21,2,18.66
1154095,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2020-05-21,1,12.33
1154095,136084,"ADIDOG Dog Hoodie, Yellow, Size 22",2020-05-24,1,13.25
1154095,114018,"Resco Wrap Comb for Dogs, Cats & Small Pets",2020-05-24,2,23.28
1154095,162701,"Nutri-Vet K9 Defense Flea & Tick Treatment for Dogs (5-10 pounds), 3 treatment",2020-05-25,3,23.28
1154095,103844,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Tuna & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",2020-05-26,2,11.69
1154095,103842,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Salmon & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",2020-05-26,1,11.64
1154095,103848,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Beef & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",2020-05-26,1,11.64
1154095,103962,Living World Blue Ergonomic Small Pet Dish,2020-05-26,1,12.14
1154095,119347,"Doggie Design American River Ombre Nylon Reflective Back Clip Dog Harness, Raspberry Pink & Orange, X-Small: 11 to 13-in chest",2020-05-31,3,18.66
1154095,120917,HDP Big Dog No Pull Dog Harness,2020-06-05,1,9.47
1154095,103844,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Tuna & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",2020-06-05,1,11.69
1154095,158840,"Frisco Front Walking Cowboy Dog & Cat Costume, Large",2020-06-05,2,15.58
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-06-18,1,7.61
1154095,103842,"Nature's Recipe Culinary Favorites Grilled Recipe with Real Salmon & Garden Vegetables in Savory Sauce Wet Cat Food, 2.75-oz, case of 24",2020-06-18,1,13.28
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-06-18,1,13.27
1154095,103856,"Nature's Recipe Culinary Favorites Stew Recipe with Real Beef & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-06-18,1,13.08
1154095,110923,"Pet Life Fashion Plush Cotton Hooded Dog Sweater, Brown, Small",2020-06-18,1,12.99
1154095,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2020-06-20,2,12.33
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-06-20,4,9.05
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-06-21,8,9.05
1154095,196094,Li'l Pals Ribbon Safety Kitten Collar,2020-06-22,1,16.99
1154095,241935,"Cat Craft 15-in Tunnel Wooden Legs Elevated Cat Bed, Grey",2020-06-22,1,26.99
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-06-22,4,7.81
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-06-22,1,13.27
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-06-23,4,9.05
1154095,241938,"Cat Craft 3-Story Cat Tree, Grey",2020-06-23,1,16.99
1154095,220142,Shernbao PGC-560B Pet Clipper Blade,2020-06-23,2,15.99
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-06-28,4,9.05
1154095,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2020-06-28,1,12.33
1154095,146198,"Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats, 400-mg, 1 tablet",2020-06-28,1,15.99
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-07-01,1,7.61
1154095,103850,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Turkey & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",2020-07-01,2,12.1
1154095,103848,"Nature's Recipe Culinary Favorites Slow Roasted Recipe with Real Beef & Garden Vegetables Pate Wet Cat Food, 2.75-oz, case of 24",2020-07-01,3,11.64
1154095,106846,"Kitty Holster Cat Harness, Blazin Red Bandana, Small/Medium",2020-07-02,2,20.05
1154095,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2020-07-02,1,12.33
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-07-02,4,7.81
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-07-08,1,13.27
1154095,103838,"AvoDerm Senior Health Lamb Meal Formula Dry Dog Food, 12-lb bag",2020-07-08,5,12.96
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-07-08,1,11.04
1154095,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",2020-07-09,1,16.46
1154095,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",2020-07-09,3,13.98
1154095,125389,"Gooby Fleece Dog & Cat Vest, Pumpkin, X-Small",2020-07-15,1,13.7
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-15,1,12.14
1154095,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",2020-07-15,2,13.98
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-07-15,2,11.04
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-15,2,12.14
1154095,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,2020-07-15,2,13.29
1154095,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",2020-07-17,1,16.46
1154095,182563,"Pets First MLB Reversible Dog Bandana, Seattle Mariners, Large/X-Large",2020-07-17,2,13.98
1154095,106840,"Kitty Holster Cat Harness, Purple, X-Small",2020-07-17,1,18.06
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-19,4,12.14
1154095,114290,Blue Buffalo Divine Delights Prime Rib Flavor Hearty Gravy Dog Food Trays,2020-07-19,1,1.99
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-20,4,12.14
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-07-20,2,11.04
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-21,4,12.14
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-07-21,2,11.04
1154095,242759,"X - FurHaven Plush & Velvet Deluxe Chaise Lounge Cooling Gel Top Sofa Dog & Cat Bed, Platinum Gray, Small",2020-07-29,4,12.14
1154095,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",2020-07-29,3,16.46
1154095,130146,"Amazing Nutritionals Cranberry Chews Daily Dog Supplement, 120 count",2020-07-29,2,2.77
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-07-31,7,7.81
1154095,104021,"ZippyPaws Climbers Mountain Original Climbing Rope Dog Leash, Pink",2020-07-31,4,16.46
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-08-06,4,12.96
1154095,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,2020-08-17,1,13.59
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-08-17,2,12.72
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-08-17,1,13.27
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-08-18,1,12.72
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-08-18,6,7.81
1154095,169464,GloFish Dragon Aquarium Ornament,2020-08-23,1,11.04
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-08-23,3,13.27
1154095,103512,"Kaytee CritterTrail Small Animal Accessory Kit, Snap-On Wheel",2020-08-26,1,17.28
1154095,120918,Pet Krewe Lion Mane Cat & Small Dog Costume,2020-08-26,4,12.66
1154095,169464,GloFish Dragon Aquarium Ornament,2020-08-27,6,11.04
1154095,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2020-08-27,12,4.3
1154095,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2020-08-29,12,4.3
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-08-29,7,7.61
1154095,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2020-09-01,6,4.78
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-09-01,4,7.81
1154095,133347,Restorative Botanicals 4Paws Simple Blend Hemp Extract & Cod Liver Oil Dog & Cat Supplement,2020-09-05,2,7.28
1154095,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",2020-09-05,1,6.51
1154095,55406,"Rachael Ray Nutrish Healthy Weight Turkey & Rice Dog Treats, 10-oz bag",2020-09-05,3,1.88
1154095,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",2020-09-07,2,6.51
1154095,133347,Restorative Botanicals 4Paws Simple Blend Hemp Extract & Cod Liver Oil Dog & Cat Supplement,2020-09-07,1,7.28
1154095,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2020-09-07,2,4.92
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-09-15,12,7.81
1154095,55339,Earthbath Tea Tree Oil & Aloe Vera Hot Spot Relief Spritz for Dogs,2020-09-16,1,13.99
1154095,145376,"HuggleHounds Woodlands Durable Plush Corduroy Knottie Fox Squeaky Dog Toy, Small",2020-09-16,1,6.51
1154095,130135,"Sheer Guard Bird Cage Skirt, Royal Blue, X-Large",2020-09-16,1,3.39
1154095,169464,GloFish Dragon Aquarium Ornament,2020-09-16,2,12.72
1154095,130135,"Sheer Guard Bird Cage Skirt, Royal Blue, X-Large",2020-09-19,1,3.39
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-09-19,6,7.61
1154095,169464,GloFish Dragon Aquarium Ornament,2020-09-29,1,12.72
1154095,244035,"Shires Equestrian Products Avignon Aspen Horse Bridle, Ex-Full",2020-09-29,1,6.99
1154095,121623,"Chilly Dog Grey Cable Knit Dog & Cat Sweater, X-Large",2020-09-29,1,34.32
1154095,264792,"Barking Buddha Buddha Bubbles Grab-and-Go Set Organic Dog Shampoo & Conditioner, 16-fl oz bottle & 8-fl oz bottle",2020-09-29,1,3.0
1154095,146197,"Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats, 200-mg, 1 tablet",2020-09-30,1,16.99
1154095,141469,"Frisco Solid Nylon Dog Leash, Teal, Large, 6-ft",2020-09-30,1,5.57
1154095,130135,"Sheer Guard Bird Cage Skirt, Royal Blue, X-Large",2020-09-30,1,3.05
1154095,176307,"FurHaven Indoor/Outdoor Deluxe Solid Pillow Pet Bed, Espresso/Cream Trim, Medium",2020-09-30,1,23.84
1154095,57134,"Buddy Belts Classic Dog Harness, Red, Size 5",2020-10-05,2,56.85
1154095,259406,"Coromega Pup Packs Joint & Muscle Mobility Support Dog Supplement, 30 count",2020-10-05,8,5.48
1154095,137150,"Fido Puppy's First Bone Beef Flavored Dog Teething Bone, Pink, Medium",2020-10-12,5,22.69
1154095,103852,"Nature's Recipe Culinary Favorites Stew Recipe with Real White Meat Chicken & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-10-13,1,13.27
1154095,176307,"FurHaven Indoor/Outdoor Deluxe Solid Pillow Pet Bed, Espresso/Cream Trim, Medium",2020-10-13,1,23.84
1154095,121623,"Chilly Dog Grey Cable Knit Dog & Cat Sweater, X-Large",2020-10-13,1,34.32
1154095,130973,"Fresh Is Best Grain-Free Freeze-Dried Turkey Recipe Dog Food, 8-oz bag",2020-10-18,2,29.99
1154095,241747,Frisco Valentine X's & O's Donut Teaser Cat Toy with Catnip,2020-10-18,1,11.28
1154095,240910,"Derby Originals Reflective Horse Fly Mask, White, Mini Horse",2020-10-18,1,12.72
1154095,240910,"Derby Originals Reflective Horse Fly Mask, White, Mini Horse",2020-10-22,4,12.72
1154095,191386,"Mazuri Original 5M21 Tortoise Food, 25-lb bag",2020-10-22,2,13.59
1154095,241747,Frisco Valentine X's & O's Donut Teaser Cat Toy with Catnip,2020-10-22,3,11.28
1154095,130973,"Fresh Is Best Grain-Free Freeze-Dried Turkey Recipe Dog Food, 8-oz bag",2020-10-22,1,29.99
1154095,241936,"Max & Marlow 27-in Canopy Luxury Bed Cat Scratching Post, Charcoal/Grey",2020-10-22,1,45.02
1154095,120918,Pet Krewe Lion Mane Cat & Small Dog Costume,2020-10-28,2,12.72
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-11-02,5,7.61
1154095,243983,Shires Equestrian Products Rossano Venice Horse Bridle,2020-11-02,1,15.6
1154095,243983,Shires Equestrian Products Rossano Venice Horse Bridle,2020-11-05,2,15.6
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-11-06,2,7.61
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-11-06,1,11.89
1154095,240928,"Derby Originals Reflective Horse Fly Mask with Ear & Nose Cover, Grey, Mini Horse",2020-11-06,2,13.73
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-11-10,2,7.61
1154095,240928,"Derby Originals Reflective Horse Fly Mask with Ear & Nose Cover, Grey, Mini Horse",2020-11-11,4,13.73
1154095,241936,"Max & Marlow 27-in Canopy Luxury Bed Cat Scratching Post, Charcoal/Grey",2020-11-19,1,45.02
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-11-19,1,11.88
1154095,119448,"Pet MD Canine Tabs Plus Advanced Vitamin & Mineral Dog Supplement, 365 count",2020-11-19,2,8.74
1154095,243983,Shires Equestrian Products Rossano Venice Horse Bridle,2020-11-19,1,15.6
1154095,176774,"Pets First NHL Hockey Stick Plush Dog Toy, Tampa Bay Lightning",2020-11-20,1,7.61
1154095,240904,Derby Originals Reflective Horse Fly Mask,2020-11-20,1,11.88
1154095,241372,"Shires Equestrian Products Tempest Original Summer Shield & Horse Mesh Set, White, 78-in",2020-11-20,1,8.16
1154095,119448,"Pet MD Canine Tabs Plus Advanced Vitamin & Mineral Dog Supplement, 365 count",2020-11-20,2,8.74
1154095,241747,Frisco Valentine X's & O's Donut Teaser Cat Toy with Catnip,2020-11-20,1,11.28
1154095,241935,"Cat Craft 15-in Tunnel Wooden Legs Elevated Cat Bed, Grey",2020-11-20,1,26.99
1154095,104400,As Seen on TV Kitty Shack 2 in 1 Cat Bed & Mat,2020-11-20,1,9.96
1154095,241936,"Max & Marlow 27-in Canopy Luxury Bed Cat Scratching Post, Charcoal/Grey",2020-11-24,1,45.02
1154095,101611,"Fluker's Bend-A-Branch for Reptiles, Small",2020-11-24,1,77.99
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-11-25,6,8.62
1154095,241935,"Cat Craft 15-in Tunnel Wooden Legs Elevated Cat Bed, Grey",2020-11-25,1,26.99
1154095,104400,As Seen on TV Kitty Shack 2 in 1 Cat Bed & Mat,2020-11-25,3,9.96
1154095,121050,"Casual Canine Hot Diggity Ketchup Dog Costume, Small",2020-11-28,4,8.62
1154095,103856,"Nature's Recipe Culinary Favorites Stew Recipe with Real Beef & Garden Vegetables in Gravy Wet Cat Food, 2.75-oz, case of 24",2020-11-28,1,12.3
1154095,240928,"Derby Originals Reflective Horse Fly Mask with Ear & Nose Cover, Grey, Mini Horse",2020-11-28,2,13.73
